電腦編號,ip,學生證號,卡號,開始時間,離開時間,時數
09W,140.119.49.32,103158017,00965BB20B,17-Jan-15 16:31:16,17-Jan-15 16:41:46,   0小時10分鐘
12W,140.119.49.155,98257502,00BC68D161,17-Jan-15 16:34:02,17-Jan-15 16:44:50,   0小時10分鐘
12R,140.119.129.71,101206012,00F3F648E3,17-Jan-15 16:39:33,17-Jan-15 17:32:57,   0小時53分鐘
05R,140.119.129.59,100205062,00EBEBC5B3,17-Jan-15 16:40:12,17-Jan-15 17:32:20,   0小時52分鐘
45D,140.119.29.45,101352001,00FB4F19BE,17-Jan-15 16:47:39,17-Jan-15 17:21:45,   0小時34分鐘
30R,140.119.129.84,100305053,00101D9266,17-Jan-15 16:49:18,17-Jan-15 17:51:37,   1小時02分鐘
22R,140.119.129.76,103104101,00FB558737,17-Jan-15 16:52:27,17-Jan-15 16:54:23,   0小時01分鐘
13R,140.119.129.55,100101017,00132747E3,17-Jan-15 16:55:05,17-Jan-15 18:07:01,   1小時12分鐘
09W,140.119.49.32,103158017,00965BB20B,17-Jan-15 16:55:37,17-Jan-15 21:28:25,   4小時33分鐘
14R,140.119.129.63,A22555609700,003EFDA8FB,17-Jan-15 17:02:15,17-Jan-15 21:28:14,   4小時25分鐘
03R,140.119.129.57,CC0381,00829F5260,17-Jan-15 17:04:21,17-Jan-15 19:15:59,   2小時11分鐘
09R,140.119.129.68,101304054,00CE549BDD,17-Jan-15 17:08:43,17-Jan-15 18:21:42,   1小時13分鐘
28R,140.119.129.82,103304004,009684B30B,17-Jan-15 17:10:41,17-Jan-15 18:01:44,   0小時51分鐘
20R,140.119.129.74,103464019,000629240D,17-Jan-15 17:10:52,17-Jan-15 17:12:06,   0小時01分鐘
20R,140.119.129.74,103464019,000629240D,17-Jan-15 17:12:09,17-Jan-15 17:40:50,   0小時28分鐘
64D,140.119.29.64,100209002,007BC7C6B3,17-Jan-15 17:13:01,17-Jan-15 17:18:18,   0小時05分鐘
07V,140.119.72.53,102353020,0070CEEA77,17-Jan-15 17:13:43,17-Jan-15 17:54:35,   0小時40分鐘
07R,140.119.129.61,103307040,006623E533,17-Jan-15 17:19:22,17-Jan-15 17:42:35,   0小時23分鐘
02R,140.119.129.56,101352001,00FB4F19BE,17-Jan-15 17:23:35,17-Jan-15 17:37:44,   0小時14分鐘
21R,140.119.129.75,99502045,004371945D,17-Jan-15 17:25:45,17-Jan-15 20:20:09,   2小時54分鐘
32R,140.119.129.86,101601132,0076E35235,17-Jan-15 17:29:49,17-Jan-15 18:12:43,   0小時43分鐘
31R,140.119.129.85,100161006,007B48CBB3,17-Jan-15 17:30:26,17-Jan-15 18:12:23,   0小時42分鐘
13V,140.119.72.72,102353039,00B0C46E77,17-Jan-15 17:50:20,17-Jan-15 18:01:24,   0小時10分鐘
06R,140.119.129.60,103651003,002695CF0C,17-Jan-15 17:53:41,17-Jan-15 18:12:19,   0小時18分鐘
38R,140.119.129.92,103258016,00464B4611,17-Jan-15 17:53:59,17-Jan-15 18:58:01,   1小時04分鐘
33R,140.119.129.87,103101033,0006417B09,17-Jan-15 17:54:04,17-Jan-15 17:54:10,   0小時00分鐘
25R,140.119.129.79,103101033,0006417B09,17-Jan-15 17:54:18,17-Jan-15 18:16:20,   0小時22分鐘
10R,140.119.129.69,103303024,00A680B30B,17-Jan-15 17:56:13,17-Jan-15 18:03:11,   0小時07分鐘
30R,140.119.129.84,100305053,00101D9266,17-Jan-15 17:58:48,17-Jan-15 18:55:01,   0小時56分鐘
08V,140.119.72.56,B22158323100,00F32CE8EC,17-Jan-15 18:00:41,17-Jan-15 19:09:03,   1小時08分鐘
20R,140.119.129.74,100701055,00C01E8878,17-Jan-15 18:04:01,17-Jan-15 18:46:55,   0小時43分鐘
11R,140.119.129.70,100601165,00CBA8CBB3,17-Jan-15 18:08:24,17-Jan-15 18:13:46,   0小時05分鐘
31R,140.119.129.85,100702013,00B632230D,17-Jan-15 18:16:40,17-Jan-15 21:27:33,   3小時10分鐘
02R,140.119.129.56,102103007,00F046543E,17-Jan-15 18:16:55,17-Jan-15 18:23:55,   0小時07分鐘
11R,140.119.129.70,101307024,00405F6D3E,17-Jan-15 18:22:56,17-Jan-15 18:27:39,   0小時04分鐘
09V,140.119.72.52,A22078787800,009E45A9FB,17-Jan-15 18:24:59,17-Jan-15 19:56:01,   1小時31分鐘
05R,140.119.129.59,100506023,00B6768C0C,17-Jan-15 18:26:26,17-Jan-15 18:31:39,   0小時05分鐘
10R,140.119.129.69,A12517146700,002A882307,17-Jan-15 18:34:00,17-Jan-15 20:28:44,   1小時54分鐘
S2R,140.119.129.114,100207216,009BFFC7B3,17-Jan-15 18:37:16,17-Jan-15 18:46:47,   0小時09分鐘
06W,140.119.49.35,103752011,00F6FDAD0C,17-Jan-15 18:41:15,17-Jan-15 20:52:57,   2小時12分鐘
11R,140.119.129.70,103601053,00469D4608,17-Jan-15 18:47:35,17-Jan-15 21:27:30,   2小時40分鐘
14V,140.119.72.49,G22061384200,006EAAA7FB,17-Jan-15 18:54:01,17-Jan-15 21:33:28,   2小時39分鐘
04V,140.119.72.61,102451028,0050FA4635,17-Jan-15 18:57:14,17-Jan-15 19:14:45,   0小時17分鐘
06V,140.119.72.51,103363062,00534613DC,17-Jan-15 18:58:09,17-Jan-15 19:00:12,   0小時01分鐘
05R,140.119.129.59,100601151,00B05C8778,17-Jan-15 19:06:29,17-Jan-15 19:38:38,   0小時32分鐘
16R,140.119.129.65,101205016,00C0369E48,17-Jan-15 19:13:17,17-Jan-15 21:27:49,   2小時14分鐘
33R,140.119.129.87,99206017,00409A2E7A,17-Jan-15 19:13:44,17-Jan-15 19:37:35,   0小時24分鐘
36R,140.119.129.90,102551008,00D06F6B77,17-Jan-15 19:32:08,17-Jan-15 21:27:11,   1小時55分鐘
01W,140.119.49.108,CC0500,0052AB5560,17-Jan-15 19:33:12,17-Jan-15 20:12:02,   0小時39分鐘
11W,140.119.49.30,103204009,007614260D,17-Jan-15 19:37:03,17-Jan-15 19:42:55,   0小時06分鐘
30R,140.119.129.84,D12247295100,004AD01F07,17-Jan-15 19:38:35,17-Jan-15 21:07:51,   1小時29分鐘
04R,140.119.129.58,100506034,004BB7C6B3,17-Jan-15 19:41:00,17-Jan-15 19:46:16,   0小時05分鐘
03R,140.119.129.57,101352001,00FB4F19BE,17-Jan-15 19:42:32,17-Jan-15 20:40:02,   0小時57分鐘
12W,140.119.49.155,103204009,007614260D,17-Jan-15 19:43:06,17-Jan-15 20:51:21,   1小時08分鐘
14W,140.119.49.,100921107,00BB18C8B3,17-Jan-15 19:48:07,17-Jan-15 19:49:31,   0小時01分鐘
08W,140.119.49.31,100921107,00BB18C8B3,17-Jan-15 19:52:17,17-Jan-15 21:25:02,   1小時33分鐘
07R,140.119.129.61,102258505,00F09C7578,17-Jan-15 19:52:22,17-Jan-15 20:46:29,   0小時54分鐘
25R,140.119.129.79,103158017,00965BB20B,17-Jan-15 19:54:47,17-Jan-15 21:34:46,   1小時40分鐘
40R,140.119.129.94,101103008,0070D39E48,17-Jan-15 19:55:27,17-Jan-15 21:29:20,   1小時33分鐘
39R,140.119.129.93,101103032,0010F55835,17-Jan-15 19:55:33,17-Jan-15 21:29:24,   1小時33分鐘
09V,140.119.72.52,A22078787800,009E45A9FB,17-Jan-15 20:08:40,17-Jan-15 21:16:16,   1小時07分鐘
33R,140.119.129.87,99206017,00409A2E7A,17-Jan-15 20:20:15,17-Jan-15 20:23:28,   0小時03分鐘
01R,140.119.129.67,102252031,000661250D,17-Jan-15 20:27:58,17-Jan-15 21:29:49,   1小時01分鐘
18R,140.119.129.72,103652010,0036E88B0C,17-Jan-15 20:30:46,17-Jan-15 21:28:32,   0小時57分鐘
34R,140.119.129.88,99504008,00B389955D,17-Jan-15 20:31:25,17-Jan-15 21:26:39,   0小時55分鐘
04R,140.119.129.58,98703008,000050AF48,17-Jan-15 20:41:50,17-Jan-15 20:54:27,   0小時12分鐘
S2R,140.119.129.114,101509223,00B01CCB48,17-Jan-15 20:41:52,17-Jan-15 21:26:14,   0小時44分鐘
01W,140.119.49.108,CC0500,0052AB5560,17-Jan-15 20:43:17,17-Jan-15 20:56:10,   0小時12分鐘
02R,140.119.129.56,103208008,0046DD260D,17-Jan-15 20:47:21,17-Jan-15 20:56:23,   0小時09分鐘
23R,140.119.129.77,103601161,00C6C8A233,17-Jan-15 20:53:00,17-Jan-15 21:28:41,   0小時35分鐘
13R,140.119.129.55,101151010,00DBA7C6B3,17-Jan-15 20:53:10,17-Jan-15 21:32:21,   0小時39分鐘
04V,140.119.72.61,102308051,00D06B9F48,17-Jan-15 20:58:32,17-Jan-15 21:13:48,   0小時15分鐘
04R,140.119.129.58,101509107,0060C45835,17-Jan-15 21:01:09,17-Jan-15 21:27:43,   0小時26分鐘
04V,140.119.72.61,102308051,00D06B9F48,17-Jan-15 21:13:53,17-Jan-15 21:19:18,   0小時05分鐘
01R,140.119.129.67,102252031,000661250D,17-Jan-15 21:30:10,17-Jan-15 21:34:34,   0小時04分鐘
01R,140.119.129.67,98257502,00BC68D161,18-Jan-15 08:06:00,18-Jan-15 08:27:48,   0小時21分鐘
05R,140.119.129.59,103507016,0066EE260D,18-Jan-15 08:33:23,18-Jan-15 11:54:41,   3小時21分鐘
10R,140.119.129.69,103601053,00469D4608,18-Jan-15 08:33:30,18-Jan-15 10:38:10,   2小時04分鐘
01R,140.119.129.67,101403014,00E0762F7A,18-Jan-15 08:45:56,18-Jan-15 09:28:42,   0小時42分鐘
13R,140.119.129.55,100601077,00AB5BC7B3,18-Jan-15 08:54:09,18-Jan-15 09:10:38,   0小時16分鐘
15R,140.119.129.64,102302044,00A0862D7A,18-Jan-15 09:15:36,18-Jan-15 10:22:35,   1小時07分鐘
11R,140.119.129.70,100203058,001B27C7B3,18-Jan-15 09:22:55,18-Jan-15 10:38:20,   1小時15分鐘
S2R,140.119.129.114,103364216,00266DB30B,18-Jan-15 09:25:58,18-Jan-15 09:36:10,   0小時10分鐘
08R,140.119.129.62,103204009,007614260D,18-Jan-15 09:26:49,18-Jan-15 10:00:32,   0小時33分鐘
40R,140.119.129.94,101304033,0030BC2D7A,18-Jan-15 09:40:08,18-Jan-15 09:56:37,   0小時16分鐘
02R,140.119.129.56,100652016,009B0EC6B3,18-Jan-15 09:41:11,18-Jan-15 09:59:56,   0小時18分鐘
25R,140.119.129.79,103601161,00C6C8A233,18-Jan-15 09:53:46,18-Jan-15 10:56:49,   1小時03分鐘
12R,140.119.129.71,A22078787800,009E45A9FB,18-Jan-15 09:53:58,18-Jan-15 12:04:32,   2小時10分鐘
31R,140.119.129.85,100306039,005BB0C6B3,18-Jan-15 09:57:28,18-Jan-15 09:57:48,   0小時00分鐘
21R,140.119.129.75,100306039,005BB0C6B3,18-Jan-15 09:57:50,18-Jan-15 10:35:56,   0小時38分鐘
18R,140.119.129.72,101151010,00DBA7C6B3,18-Jan-15 10:10:19,18-Jan-15 12:09:40,   1小時59分鐘
40R,140.119.129.94,100154503,00AB3CC6B3,18-Jan-15 10:11:23,18-Jan-15 11:01:50,   0小時50分鐘
37R,140.119.129.91,101304036,007652240D,18-Jan-15 10:25:00,18-Jan-15 10:36:16,   0小時11分鐘
38R,140.119.129.92,101304033,0030BC2D7A,18-Jan-15 10:25:04,18-Jan-15 12:40:48,   2小時15分鐘
39R,140.119.129.93,100304021,004B7ACBB3,18-Jan-15 10:25:33,18-Jan-15 10:26:06,   0小時00分鐘
36R,140.119.129.90,100304021,004B7ACBB3,18-Jan-15 10:26:09,18-Jan-15 12:40:55,   2小時15分鐘
06R,140.119.129.60,102152008,00904A6877,18-Jan-15 10:28:19,18-Jan-15 10:28:55,   0小時00分鐘
07R,140.119.129.61,102152008,00904A6877,18-Jan-15 10:28:59,18-Jan-15 13:36:02,   3小時07分鐘
03R,140.119.129.57,CC0378,00A2785260,18-Jan-15 10:31:28,18-Jan-15 14:11:14,   3小時39分鐘
01R,140.119.129.67,101601001,00E0AF4535,18-Jan-15 10:34:58,18-Jan-15 10:51:51,   0小時16分鐘
56D,140.119.29.56,101501050,00E0A26D3E,18-Jan-15 10:36:10,18-Jan-15 17:54:25,   7小時18分鐘
14R,140.119.129.63,103306082,009D56E4F5,18-Jan-15 10:46:19,18-Jan-15 10:46:36,   0小時00分鐘
22R,140.119.129.76,103306082,009D56E4F5,18-Jan-15 10:46:39,18-Jan-15 11:00:40,   0小時13分鐘
01R,140.119.129.67,102353022,00503AE277,18-Jan-15 10:58:46,18-Jan-15 11:00:46,   0小時01分鐘
22R,140.119.129.76,103306082,009D56E4F5,18-Jan-15 11:01:11,18-Jan-15 11:16:02,   0小時15分鐘
08R,140.119.129.62,103363062,00534613DC,18-Jan-15 11:01:15,18-Jan-15 12:09:52,   1小時08分鐘
25R,140.119.129.79,103601161,00C6C8A233,18-Jan-15 11:03:08,18-Jan-15 11:59:25,   0小時56分鐘
14R,140.119.129.63,100308041,00EB65C7B3,18-Jan-15 11:08:44,18-Jan-15 12:08:24,   0小時59分鐘
33R,140.119.129.87,103207314,0006BDAB0C,18-Jan-15 11:12:23,18-Jan-15 11:53:40,   0小時41分鐘
27R,140.119.129.81,100305097,00939A48E3,18-Jan-15 11:12:33,18-Jan-15 11:22:00,   0小時09分鐘
15R,140.119.129.64,102302044,00A0862D7A,18-Jan-15 11:17:55,18-Jan-15 11:47:18,   0小時29分鐘
28R,140.119.129.82,103300218,002B598737,18-Jan-15 11:33:42,18-Jan-15 14:14:33,   2小時40分鐘
22R,140.119.129.76,102203051,0030850479,18-Jan-15 11:39:24,18-Jan-15 13:14:02,   1小時34分鐘
64D,140.119.29.64,99203032,00009E4E79,18-Jan-15 11:42:04,18-Jan-15 11:46:32,   0小時04分鐘
53D,140.119.29.53,99203032,00009E4E79,18-Jan-15 11:46:36,18-Jan-15 12:02:36,   0小時16分鐘
11R,140.119.129.70,100102010,007B0BC8B3,18-Jan-15 11:49:39,18-Jan-15 12:48:44,   0小時58分鐘
64D,140.119.29.64,102453023,003094EB77,18-Jan-15 11:52:03,18-Jan-15 15:41:22,   3小時49分鐘
33R,140.119.129.87,101102005,00935B46E3,18-Jan-15 12:18:49,18-Jan-15 15:38:44,   3小時19分鐘
34R,140.119.129.88,100305076,00ABD1C6B3,18-Jan-15 12:18:58,18-Jan-15 16:27:06,   4小時08分鐘
05R,140.119.129.59,103651003,002695CF0C,18-Jan-15 12:22:27,18-Jan-15 13:44:15,   1小時21分鐘
31R,140.119.129.85,101305023,00E09D8878,18-Jan-15 12:24:12,18-Jan-15 14:42:08,   2小時18分鐘
12R,140.119.129.71,101304025,0010936A3E,18-Jan-15 12:30:54,18-Jan-15 12:33:39,   0小時03分鐘
01R,140.119.129.67,100601134,00BB55CBB3,18-Jan-15 12:31:03,18-Jan-15 12:38:03,   0小時07分鐘
40R,140.119.129.94,100154503,00AB3CC6B3,18-Jan-15 12:42:42,18-Jan-15 13:02:23,   0小時19分鐘
19R,140.119.129.73,100307004,00204E7C31,18-Jan-15 12:48:15,18-Jan-15 13:40:54,   0小時52分鐘
11R,140.119.129.70,100102010,007B0BC8B3,18-Jan-15 12:49:57,18-Jan-15 16:54:44,   4小時04分鐘
14R,140.119.129.63,A22078787800,009E45A9FB,18-Jan-15 12:51:56,18-Jan-15 14:34:26,   1小時42分鐘
38R,140.119.129.92,101308022,0000F45435,18-Jan-15 12:54:38,18-Jan-15 17:29:38,   4小時34分鐘
32R,140.119.129.86,101209004,0060A8B248,18-Jan-15 13:02:15,18-Jan-15 14:06:47,   1小時04分鐘
26R,140.119.129.80,103158017,00965BB20B,18-Jan-15 13:03:06,18-Jan-15 17:34:03,   4小時31分鐘
10R,140.119.129.69,103204009,007614260D,18-Jan-15 13:03:27,18-Jan-15 13:19:52,   0小時16分鐘
20R,140.119.129.74,100506038,007BE5C6B3,18-Jan-15 13:04:36,18-Jan-15 15:13:35,   2小時09分鐘
01R,140.119.129.67,103208074,0066CA8C0C,18-Jan-15 13:05:25,18-Jan-15 13:18:57,   0小時13分鐘
24R,140.119.129.78,102203051,0030850479,18-Jan-15 13:14:11,18-Jan-15 15:21:19,   2小時07分鐘
S1R,140.119.129.113,103353106,009685250D,18-Jan-15 13:14:14,18-Jan-15 13:24:36,   0小時10分鐘
54D,140.119.29.54,101352001,00FB4F19BE,18-Jan-15 13:14:53,18-Jan-15 13:50:37,   0小時36分鐘
02R,140.119.129.56,103209021,00961F8D0C,18-Jan-15 13:19:25,18-Jan-15 13:19:39,   0小時00分鐘
13R,140.119.129.55,100601077,00AB5BC7B3,18-Jan-15 13:23:45,18-Jan-15 13:40:22,   0小時16分鐘
52D,140.119.29.52,101206024,0080AFAD48,18-Jan-15 13:23:59,18-Jan-15 13:46:36,   0小時22分鐘
16R,140.119.129.65,103102022,0096058C0C,18-Jan-15 13:30:35,18-Jan-15 19:08:57,   5小時38分鐘
02R,140.119.129.56,103209021,00961F8D0C,18-Jan-15 13:31:20,18-Jan-15 13:33:44,   0小時02分鐘
10R,140.119.129.69,100263008,006BC4C7B3,18-Jan-15 13:34:32,18-Jan-15 14:00:32,   0小時25分鐘
19R,140.119.129.73,100307004,00204E7C31,18-Jan-15 13:41:18,18-Jan-15 15:06:29,   1小時25分鐘
S1R,140.119.129.113,F12191655400,00AA4B2007,18-Jan-15 13:41:33,18-Jan-15 14:41:11,   0小時59分鐘
08R,140.119.129.62,103363062,00534613DC,18-Jan-15 13:46:02,18-Jan-15 15:38:54,   1小時52分鐘
11D,140.119.29.11,101102014,006B8F998A,18-Jan-15 13:49:56,18-Jan-15 14:05:26,   0小時15分鐘
23R,140.119.129.77,103601053,00469D4608,18-Jan-15 13:54:29,18-Jan-15 17:19:14,   3小時24分鐘
40R,140.119.129.94,102258007,00F0485835,18-Jan-15 14:04:36,18-Jan-15 18:20:01,   4小時15分鐘
21R,140.119.129.75,101209004,0060A8B248,18-Jan-15 14:06:53,18-Jan-15 15:48:36,   1小時42分鐘
01R,140.119.129.67,100702013,00B632230D,18-Jan-15 14:07:12,18-Jan-15 15:26:20,   1小時19分鐘
04R,140.119.129.58,101101075,0030F69C48,18-Jan-15 14:08:36,18-Jan-15 14:18:43,   0小時10分鐘
35R,140.119.129.89,103464033,0026D4250D,18-Jan-15 14:10:36,18-Jan-15 18:06:07,   3小時55分鐘
11D,140.119.29.11,100102059,0096698C0C,18-Jan-15 14:16:54,18-Jan-15 17:58:10,   3小時41分鐘
03R,140.119.129.57,101305004,0050709F48,18-Jan-15 14:18:58,18-Jan-15 14:31:39,   0小時12分鐘
12R,140.119.129.71,103303095,003617240D,18-Jan-15 14:19:58,18-Jan-15 17:59:48,   3小時39分鐘
10R,140.119.129.69,100304015,00601A533E,18-Jan-15 14:29:08,18-Jan-15 14:41:22,   0小時12分鐘
04R,140.119.129.58,103300218,002B598737,18-Jan-15 14:32:32,18-Jan-15 16:59:18,   2小時27分鐘
02R,140.119.129.56,102601047,00C0B0E177,18-Jan-15 14:35:10,18-Jan-15 16:40:29,   2小時05分鐘
14R,140.119.129.63,103101007,00769D8D0C,18-Jan-15 14:37:25,18-Jan-15 14:51:26,   0小時13分鐘
39R,140.119.129.93,101308023,0033A546E3,18-Jan-15 14:39:41,18-Jan-15 17:29:31,   2小時49分鐘
S1R,140.119.129.113,F12191655400,00AA4B2007,18-Jan-15 14:41:18,18-Jan-15 15:41:31,   1小時00分鐘
54D,140.119.29.54,101352001,00FB4F19BE,18-Jan-15 14:52:16,18-Jan-15 16:56:02,   2小時03分鐘
31R,140.119.129.85,101209011,0050D2B148,18-Jan-15 14:53:57,18-Jan-15 15:07:50,   0小時13分鐘
06R,140.119.129.60,99206017,00409A2E7A,18-Jan-15 14:59:49,18-Jan-15 15:08:57,   0小時09分鐘
14R,140.119.129.63,103464009,0046478D0C,18-Jan-15 15:00:59,18-Jan-15 15:04:27,   0小時03分鐘
17R,140.119.129.66,103205043,0076D2250D,18-Jan-15 15:03:17,18-Jan-15 15:38:33,   0小時35分鐘
10R,140.119.129.69,103601161,00C6C8A233,18-Jan-15 15:05:18,18-Jan-15 16:39:49,   1小時34分鐘
21D,140.119.29.21,101304021,004B30C6B3,18-Jan-15 15:07:22,18-Jan-15 15:14:47,   0小時07分鐘
32R,140.119.129.86,101209011,0050D2B148,18-Jan-15 15:07:59,18-Jan-15 16:07:41,   1小時00分鐘
18R,140.119.129.72,102302030,0020F65435,18-Jan-15 15:09:19,18-Jan-15 16:52:31,   1小時43分鐘
28D,140.119.29.28,101304021,004B30C6B3,18-Jan-15 15:14:52,18-Jan-15 15:27:24,   0小時12分鐘
15R,140.119.129.64,101702006,0070256E3E,18-Jan-15 15:19:20,18-Jan-15 15:57:57,   0小時38分鐘
14R,140.119.129.63,101702005,0080E77578,18-Jan-15 15:19:23,18-Jan-15 15:57:54,   0小時38分鐘
31R,140.119.129.85,103152510,005B3F998A,18-Jan-15 15:22:00,18-Jan-15 15:22:01,   0小時00分鐘
31R,140.119.129.85,103152510,005B3F998A,18-Jan-15 15:22:11,18-Jan-15 15:22:29,   0小時00分鐘
06R,140.119.129.60,103152510,005B3F998A,18-Jan-15 15:22:38,18-Jan-15 15:27:02,   0小時04分鐘
01R,140.119.129.67,100702013,00B632230D,18-Jan-15 15:26:37,18-Jan-15 16:23:38,   0小時57分鐘
71D,140.119.29.71,101304021,004B30C6B3,18-Jan-15 15:27:29,18-Jan-15 16:36:08,   1小時08分鐘
13R,140.119.129.55,101208038,005BC1C6B3,18-Jan-15 15:28:43,18-Jan-15 16:45:08,   1小時16分鐘
20R,140.119.129.74,100261002,005BDCC7B3,18-Jan-15 15:30:01,18-Jan-15 17:14:30,   1小時44分鐘
19R,140.119.129.73,103203106,00196E5800,18-Jan-15 15:30:08,18-Jan-15 18:03:51,   2小時33分鐘
09R,140.119.129.68,103363062,00534613DC,18-Jan-15 15:39:45,18-Jan-15 15:43:39,   0小時04分鐘
08R,140.119.129.62,103363062,00534613DC,18-Jan-15 15:43:42,18-Jan-15 15:49:14,   0小時05分鐘
31R,140.119.129.85,100601001,0053A70DDC,18-Jan-15 15:51:38,18-Jan-15 16:06:53,   0小時15分鐘
S2R,140.119.129.114,101101016,0010369E48,18-Jan-15 15:56:31,18-Jan-15 16:54:06,   0小時57分鐘
S1R,140.119.129.113,F12191655400,00AA4B2007,18-Jan-15 15:58:24,18-Jan-15 16:51:05,   0小時52分鐘
21R,140.119.129.75,100303017,0066D4E533,18-Jan-15 15:58:37,18-Jan-15 16:02:40,   0小時04分鐘
08R,140.119.129.62,101301010,00E074693E,18-Jan-15 15:59:22,18-Jan-15 17:03:48,   1小時04分鐘
22R,140.119.129.76,A22078787800,009E45A9FB,18-Jan-15 16:00:26,18-Jan-15 18:15:20,   2小時15分鐘
06R,140.119.129.60,100303017,0066D4E533,18-Jan-15 16:02:44,18-Jan-15 16:50:17,   0小時47分鐘
30R,140.119.129.84,100601119,00FB35CBB3,18-Jan-15 16:03:42,18-Jan-15 16:18:22,   0小時14分鐘
21R,140.119.129.75,CC0397,00B2235760,18-Jan-15 16:07:33,18-Jan-15 16:31:28,   0小時24分鐘
32R,140.119.129.86,101103028,00E67B4711,18-Jan-15 16:17:21,18-Jan-15 17:02:57,   0小時45分鐘
03R,140.119.129.57,F12750022900,002363E8EC,18-Jan-15 16:21:42,18-Jan-15 16:46:04,   0小時24分鐘
09R,140.119.129.68,102252031,000661250D,18-Jan-15 16:27:25,18-Jan-15 16:29:46,   0小時02分鐘
14R,140.119.129.63,102252031,000661250D,18-Jan-15 16:29:53,18-Jan-15 17:31:39,   1小時01分鐘
21R,140.119.129.75,CC0388,00C2695760,18-Jan-15 16:35:52,18-Jan-15 16:35:53,   0小時00分鐘
30R,140.119.129.84,103702007,00F614260D,18-Jan-15 16:35:56,18-Jan-15 17:31:58,   0小時55分鐘
21R,140.119.129.75,CC0388,00C2695760,18-Jan-15 16:36:03,18-Jan-15 21:29:45,   4小時54分鐘
31R,140.119.129.85,101205092,0050F0AD48,18-Jan-15 16:37:04,18-Jan-15 17:08:03,   0小時31分鐘
09R,140.119.129.68,100601038,004B50C6B3,18-Jan-15 16:40:13,18-Jan-15 16:44:43,   0小時04分鐘
34R,140.119.129.88,P12323072300,000381E9EC,18-Jan-15 16:41:41,18-Jan-15 19:00:26,   2小時18分鐘
37R,140.119.129.91,102307042,0080A4E277,18-Jan-15 16:47:15,18-Jan-15 17:07:48,   0小時20分鐘
10R,140.119.129.69,103652010,0036E88B0C,18-Jan-15 16:47:26,18-Jan-15 21:20:55,   4小時33分鐘
33R,140.119.129.87,102255010,000067E177,18-Jan-15 16:51:16,18-Jan-15 16:51:33,   0小時00分鐘
01R,140.119.129.67,102255010,000067E177,18-Jan-15 16:51:40,18-Jan-15 18:04:13,   1小時12分鐘
47D,140.119.29.47,99104106,00B0B4EC77,18-Jan-15 16:55:52,18-Jan-15 17:57:30,   1小時01分鐘
06R,140.119.129.60,100601134,00BB55CBB3,18-Jan-15 16:56:24,18-Jan-15 17:28:57,   0小時32分鐘
03R,140.119.129.57,100501068,0086C1250D,18-Jan-15 17:01:53,18-Jan-15 17:09:52,   0小時07分鐘
17R,140.119.129.66,103300350,006B938837,18-Jan-15 17:07:29,18-Jan-15 17:07:30,   0小時00分鐘
17R,140.119.129.66,103300350,006B938837,18-Jan-15 17:10:14,18-Jan-15 19:10:45,   2小時00分鐘
32R,140.119.129.86,100307027,007B72CBB3,18-Jan-15 17:10:58,18-Jan-15 17:34:13,   0小時23分鐘
37R,140.119.129.91,102307042,0080A4E277,18-Jan-15 17:11:05,18-Jan-15 17:40:46,   0小時29分鐘
03R,140.119.129.57,I20025130600,002AFB3307,18-Jan-15 17:24:32,18-Jan-15 17:49:55,   0小時25分鐘
11R,140.119.129.70,100102010,007B0BC8B3,18-Jan-15 17:30:17,18-Jan-15 20:33:41,   3小時03分鐘
05R,140.119.129.59,102404007,0076BD230D,18-Jan-15 17:32:28,18-Jan-15 18:20:28,   0小時48分鐘
31R,140.119.129.85,100601061,00A07F4E79,18-Jan-15 17:34:36,18-Jan-15 18:22:04,   0小時47分鐘
S2R,140.119.129.114,103301029,00C6E4260D,18-Jan-15 17:35:19,18-Jan-15 17:40:44,   0小時05分鐘
20R,140.119.129.74,100261002,005BDCC7B3,18-Jan-15 17:46:26,18-Jan-15 18:03:49,   0小時17分鐘
08R,140.119.129.62,A22772898400,007321F3EC,18-Jan-15 17:47:20,18-Jan-15 19:24:26,   1小時37分鐘
37R,140.119.129.91,102307042,0080A4E277,18-Jan-15 17:52:20,18-Jan-15 18:52:47,   1小時00分鐘
14R,140.119.129.63,103363062,00534613DC,18-Jan-15 17:54:43,18-Jan-15 18:46:45,   0小時52分鐘
30R,140.119.129.84,99507036,00A05DB248,18-Jan-15 17:59:35,18-Jan-15 19:56:19,   1小時57分鐘
07R,140.119.129.61,F12676256500,00EAFB2B07,18-Jan-15 18:00:24,18-Jan-15 19:14:49,   1小時14分鐘
05R,140.119.129.59,103601053,00469D4608,18-Jan-15 18:26:28,18-Jan-15 21:20:42,   2小時54分鐘
01R,140.119.129.67,101352001,00FB4F19BE,18-Jan-15 18:27:59,18-Jan-15 18:35:23,   0小時07分鐘
03R,140.119.129.57,100601134,00BB55CBB3,18-Jan-15 18:29:26,18-Jan-15 18:41:01,   0小時11分鐘
19R,140.119.129.73,99304030,007084EB77,18-Jan-15 18:33:29,18-Jan-15 19:18:55,   0小時45分鐘
22R,140.119.129.76,A22078787800,009E45A9FB,18-Jan-15 18:34:24,18-Jan-15 19:54:29,   1小時19分鐘
33R,140.119.129.87,101352001,00FB4F19BE,18-Jan-15 18:35:27,18-Jan-15 18:48:40,   0小時13分鐘
